iso3,period,unga_ideal_point
MRT,1995-1999,-0.5851823538541794
MRT,2000-2004,-1.099912941455841
MRT,2005-2009,-0.6734533190727234
MRT,2010-2014,-0.6834113359451294
MRT,2015-2018,-0.7557009160518646
MUS,1990-1994,-0.2263398863375187
MUS,1995-1999,-0.2501772254705429
MUS,2000-2004,-0.32902883887290957
MUS,2005-2009,-0.39038434624671936
MUS,2010-2014,-0.44762963652610777
MUS,2015-2018,-0.4549531489610672
MWI,1990-1994,0.06050447225570681
MWI,1995-1999,-0.27358563542366027
MWI,2000-2004,-0.3008260793983936
MWI,2005-2009,-0.2881016254425049
MWI,2010-2014,-0.23200595676898955
MWI,2015-2018,-0.31467708200216293
MYS,1990-1994,-0.954602837562561
MYS,1995-1999,-0.6427786707878113
MYS,2000-2004,-0.8055087924003601
MYS,2005-2009,-0.9305570960044861
MYS,2010-2014,-0.746772825717926
MYS,2015-2018,-0.6804990619421005
NAM,1990-1994,-0.8214338421821594
NAM,1995-1999,-0.7071741104125977
NAM,2000-2004,-0.6066228866577148
NAM,2005-2009,-0.5654190599918365
NAM,2010-2014,-0.7115141749382019
NAM,2015-2018,-0.7748759239912033
NER,1990-1994,-0.669053316116333
NER,1995-1999,-0.868868350982666
NER,2000-2004,-0.8948544859886169
NER,2005-2009,-0.6445150196552276
NER,2010-2014,-0.6178277492523193
NER,2015-2018,-0.710448145866394
NGA,1990-1994,-0.5914822936058044
NGA,1995-1999,-1.2074607968330384
NGA,2000-2004,-0.675655996799469
NGA,2005-2009,-0.48145695924758913
NGA,2010-2014,-0.5525414943695068
NGA,2015-2018,-0.6392815113067627
NIC,1990-1994,-0.272137974947691
NIC,1995-1999,2.6442447851877937e-4
NIC,2000-2004,0.02573595140129328
NIC,2005-2009,-0.5398168809711933
NIC,2010-2014,-1.3715189933776855
NIC,2015-2018,-1.396522730588913
NLD,1990-1994,1.645538592338562
NLD,1995-1999,1.4156257867813111
NLD,2000-2004,1.0890916109085083
NLD,2005-2009,0.9936597108840942
NLD,2010-2014,0.9961525678634644
NLD,2015-2018,1.0266802608966827
NOR,1990-1994,1.283629012107849
NOR,1995-1999,1.2417214155197143
NOR,2000-2004,1.062572169303894
NOR,2005-2009,0.8462825655937195
NOR,2010-2014,0.8499192953109741
NOR,2015-2018,0.9032295197248459
NPL,1990-1994,-0.3279953390359879
NPL,1995-1999,-0.6002292990684509
NPL,2000-2004,-0.6254846811294555
NPL,2005-2009,-0.42140337228775027
NPL,2010-2014,-0.6254070043563843
NPL,2015-2018,-0.6580503433942795
NRU,2000-2004,0.4453063189983368
NRU,2005-2009,1.170315408706665
NRU,2010-2014,1.2487539649009705
NRU,2015-2018,0.38126450404524803
NZL,1990-1994,0.9092298865318298
NZL,1995-1999,0.7680343866348267
NZL,2000-2004,0.7569232106208801
NZL,2005-2009,0.6670368909835815
NZL,2010-2014,0.7287180304527283
NZL,2015-2018,0.6515903472900391
OMN,1990-1994,-0.6305372953414917
OMN,1995-1999,-0.7665348649024963
OMN,2000-2004,-1.1388832092285157
OMN,2005-2009,-1.159785544872284
OMN,2010-2014,-1.1469995737075807
OMN,2015-2018,-0.9943942278623581
PAK,1990-1994,-0.8086968243122101
PAK,1995-1999,-0.8419808983802796
PAK,2000-2004,-0.5859662055969238
PAK,2005-2009,-0.5447351098060608
PAK,2010-2014,-0.7281106591224671
PAK,2015-2018,-0.308914128690958
PAN,1990-1994,0.31556580066680906
PAN,1995-1999,-0.25193736627697944
PAN,2000-2004,-0.28305686116218565
PAN,2005-2009,-0.06778854429721834
PAN,2010-2014,0.18990253135561944
PAN,2015-2018,-0.01303979940712452
PER,1990-1994,-0.28253742307424545
PER,1995-1999,-0.14444527626037598
PER,2000-2004,0.04422469567507505
PER,2005-2009,-0.03364879209548235
PER,2010-2014,-0.08490638881921768
PER,2015-2018,-0.15390727669000626
PHL,1990-1994,-0.5593110680580139
PHL,1995-1999,-0.7094446241855621
PHL,2000-2004,-0.40948224663734434
PHL,2005-2009,-0.41398072242736816
PHL,2010-2014,-0.4568592727184296
PHL,2015-2018,-0.5704114735126495
PLW,1995-1999,0.8999160528182983
PLW,2000-2004,1.9148965358734131
PLW,2005-2009,1.857643985748291
PLW,2010-2014,1.814380979537964
PLW,2015-2018,0.6965034045279026
PNG,1990-1994,-0.024207156151533127
PNG,1995-1999,-0.5964129321277142
PNG,2000-2004,0.015486078709363948
PNG,2005-2009,0.1265542022883892
PNG,2010-2014,0.04412227291613817
PNG,2015-2018,-0.0992022268474102
POL,1990-1994,1.3425047874450684
POL,1995-1999,1.2663707971572875
POL,2000-2004,1.0894969940185546
POL,2005-2009,0.9831498742103577
POL,2010-2014,0.9848628044128418
POL,2015-2018,1.0962092280387878
PRK,1990-1994,-1.5315167605876923
PRK,1995-1999,-1.7956932067871094
PRK,2000-2004,-1.3511459589004517
PRK,2005-2009,-1.1928118348121644
PRK,2010-2014,-1.953285002708435
PRK,2015-2018,-0.5364951640367508
PRT,1990-1994,1.382730984687805
PRT,1995-1999,1.2211008071899414
PRT,2000-2004,0.9991130948066711
PRT,2005-2009,0.8882067322731018
PRT,2010-2014,0.8689865946769715
PRT,2015-2018,0.9074341803789139
PRY,1990-1994,0.05640748701989651
PRY,1995-1999,0.051917535439133654
PRY,2000-2004,0.038252154737710944
PRY,2005-2009,-0.21494517773389815
PRY,2010-2014,-0.13574493005871774
PRY,2015-2018,-0.03474205601378344
QAT,1990-1994,-0.6434351205825806
QAT,1995-1999,-0.8540684819221497
QAT,2000-2004,-1.1488657951354981
QAT,2005-2009,-0.9934985876083374
QAT,2010-2014,-0.926948082447052
QAT,2015-2018,-0.74522964656353
ROU,1990-1994,1.3507007837295533
ROU,1995-1999,1.2600061893463135
ROU,2000-2004,1.027400803565979
ROU,2005-2009,0.9212348103523255
ROU,2010-2014,0.936433744430542
ROU,2015-2018,1.036911517381668
RUS,1990-1994,0.8219197750091553
RUS,1995-1999,0.7042238295078278
RUS,2000-2004,0.18554649651050567
RUS,2005-2009,-0.004161586612462997
RUS,2010-2014,-0.03176806177943945
RUS,2015-2018,0.10571981128305197
RWA,1990-1994,-0.3700315147638321
RWA,1995-1999,-0.3030383076518774
RWA,2000-2004,-0.42587176263332366
RWA,2005-2009,-0.45895888209342955
RWA,2010-2014,-0.34548230469226837
RWA,2015-2018,-0.24507432128302753
SAU,1990-1994,-0.5307369410991669
SAU,1995-1999,-0.694205927848816
SAU,2000-2004,-0.9833682179450989
SAU,2005-2009,-0.7671301960945129
SAU,2010-2014,-0.8480606555938721
SAU,2015-2018,-0.6417716443538666
SDN,1990-1994,-1.5293965101242066
SDN,1995-1999,-1.5942217826843261
SDN,2000-2004,-1.290717601776123
SDN,2005-2009,-1.3088703632354737
SDN,2010-2014,-1.2207621932029724
SDN,2015-2018,-1.3236550092697144
SEN,1990-1994,-0.5329656779766083
SEN,1995-1999,-0.40077704191207886
SEN,2000-2004,-0.5608200013637543
SEN,2005-2009,-0.6756111264228821
SEN,2010-2014,-0.5425235092639923
SEN,2015-2018,-0.5368284359574318
SGP,1990-1994,-0.23337615877389908
SGP,1995-1999,-0.3416918784379959
SGP,2000-2004,-0.17962704002857208
SGP,2005-2009,-0.2687140166759491
SGP,2010-2014,-0.4939710021018982
SGP,2015-2018,-0.5446210652589798
SLB,1990-1994,0.30411392748355864
SLB,1995-1999,0.14466114863753318
SLB,2000-2004,0.1647739164531231
SLB,2005-2009,-0.20545905902981756
SLB,2010-2014,-0.3995941817760468
SLB,2015-2018,-0.10448193736374378
SLE,1990-1994,-0.6272823095321656
SLE,1995-1999,-0.4200237452983856
SLE,2000-2004,-0.52554771900177
SLE,2005-2009,-0.57645503282547
SLE,2010-2014,-0.44451112151145933
SLE,2015-2018,-0.49162212759256363
SLV,1990-1994,-0.08452916368842125
SLV,1995-1999,-0.16611373350024222
SLV,2000-2004,-0.16765506491065024
SLV,2005-2009,-0.16021454632282256
SLV,2010-2014,-0.2053792614489794
SLV,2015-2018,-0.46067747473716736
SMR,1990-1994,1.030661145846049
SMR,1995-1999,0.7318026542663574
SMR,2000-2004,0.8522931694984436
SMR,2005-2009,0.8158127903938294
SMR,2010-2014,0.80925750732421875
SMR,2015-2018,0.6656921803951263
SOM,1990-1994,-0.8038731515407562
SOM,1995-1999,-0.8984465003013611
SOM,2000-2004,-0.9540172616640726
SOM,2005-2009,-0.9333810806274414
SOM,2010-2014,-0.7083532571792602
SOM,2015-2018,-0.5608949065208435
SSD,2010-2014,0.19309598580002785
SSD,2015-2018,0.18903658562339842
STP,1990-1994,-0.49020954966545105
STP,2000-2004,-0.4819568507373333
STP,2005-2009,-0.5709866642951965
STP,2010-2014,-0.39484084248542783
STP,2015-2018,-0.4040687084197998
SUR,1990-1994,-0.40391978025436404
SUR,1995-1999,-0.4610214374959469
SUR,2000-2004,-0.47698461413383486
SUR,2005-2009,-0.5613680422306061
SUR,2010-2014,-0.6549097299575806
SUR,2015-2018,-0.6289581954479218
SVK,1990-1994,1.3787155151367188
SVK,1995-1999,1.227191185951233
SVK,2000-2004,0.9697007060050964
SVK,2005-2009,0.9367694139480591
SVK,2010-2014,0.9775001168251037
SVK,2015-2018,1.0458239912986755
SVN,1990-1994,1.182787299156189
SVN,1995-1999,1.177670407295227
SVN,2000-2004,1.02283536195755
SVN,2005-2009,0.9285935044288636
SVN,2010-2014,0.8449524998664856
SVN,2015-2018,1.0001004934310913
SWE,1990-1994,1.112233328819275
SWE,1995-1999,1.0840002655982972
SWE,2000-2004,0.9222838521003723
SWE,2005-2009,0.8021905422210693
SWE,2010-2014,0.8323161482810975
SWE,2015-2018,0.7524267286062241
SWZ,1990-1994,-0.21274553835392
SWZ,1995-1999,-0.010426742583513265
SWZ,2000-2004,-0.5936818361282349
SWZ,2005-2009,-0.5744059145450592
SWZ,2010-2014,-0.7353335499763489
SWZ,2015-2018,-0.5272107496857643
SYC,1990-1994,-0.6060823857784271
SYC,1995-1999,-0.5582933127880096
SYC,2000-2004,-0.5380300208926201
SYC,2005-2009,-0.7663522243499756
SYC,2010-2014,-0.3875047743320465
SYC,2015-2018,-0.5127156674861908
SYR,1990-1994,-1.1475258827209474
SYR,1995-1999,-1.6082402229309083
SYR,2000-2004,-1.151846742630005
SYR,2005-2009,-1.3630280017852783
SYR,2010-2014,-1.7463956117630004
SYR,2015-2018,-1.7749079763889313
TCD,1990-1994,-0.5717021450400352
TCD,1995-1999,-0.8789493680000305
TCD,2000-2004,-1.0233850836753846
TCD,2005-2009,-0.5911531418561935
TCD,2010-2014,-0.4021961659193039
TCD,2015-2018,-0.6026481091976166
TGO,1990-1994,-0.28635465370025487
TGO,1995-1999,-0.7135524988174439
TGO,2000-2004,-0.7806559085845948
TGO,2005-2009,-0.5897248029708863
TGO,2010-2014,-0.27110581994056704
TGO,2015-2018,0.0042059882543981075
THA,1990-1994,-0.5273896336555481
THA,1995-1999,-0.5314932405948639
THA,2000-2004,-0.2731786802411079
THA,2005-2009,-0.2730634808540344
THA,2010-2014,-0.4143582463264465
THA,2015-2018,-0.42711401730775833
TJK,1990-1994,0.39215136567751563
TJK,1995-1999,0.3637885544449091
TJK,2000-2004,0.03629864938557148
TJK,2005-2009,-0.27760322093963624
TJK,2010-2014,-0.4528385430574417
TJK,2015-2018,-0.6307671070098877
TKM,1990-1994,0.23631209631760916
TKM,1995-1999,-0.22945795115083456
TKM,2000-2004,-0.3825159378349781
TKM,2005-2009,-0.8471006155014038
TKM,2010-2014,-0.7315330028533935
TKM,2015-2018,-0.8335178196430206
TLS,2000-2004,-0.21337643265724182
TLS,2005-2009,-0.14095092564821243
TLS,2010-2014,-0.25153847932815554
TLS,2015-2018,-0.3367518112063408
TON,2000-2004,0.30789327025413515
TON,2005-2009,0.2644700795412064
TON,2010-2014,0.24148449897766114
TON,2015-2018,0.12115396000444889
TTO,1990-1994,-0.4582794189453125
TTO,1995-1999,-0.2366803765296936
TTO,2000-2004,-0.3762717336416245
TTO,2005-2009,-0.5249167144298553
TTO,2010-2014,-0.5014636814594269
TTO,2015-2018,-0.5458105653524399
TUN,1990-1994,-0.6936731219291687
TUN,1995-1999,-0.7539664506912231
TUN,2000-2004,-1.0745914936065675
TUN,2005-2009,-0.7985381841659546
TUN,2010-2014,-0.6421379566192627
TUN,2015-2018,-0.6508201658725739
TUR,1990-1994,0.7770098924636841
TUR,1995-1999,0.6817875504493713
TUR,2000-2004,0.5976803183555603
TUR,2005-2009,0.498549097776413
TUR,2010-2014,0.4446027636528015
TUR,2015-2018,0.5946740210056305
TUV,2000-2004,0.9183606326580047
TUV,2005-2009,0.023502302169799795
TUV,2010-2014,-0.279749596118927
TUV,2015-2018,-0.09683564864099026
TZA,1990-1994,-0.9618409395217895
TZA,1995-1999,-1.0693183183670043
TZA,2000-2004,-0.7265564441680908
TZA,2005-2009,-0.36267416179180145
TZA,2010-2014,-0.5759927570819855
TZA,2015-2018,-0.767836719751358
UGA,1990-1994,-1.0105654835700988
UGA,1995-1999,-0.8057914972305298
UGA,2000-2004,-0.4748342841863632
UGA,2005-2009,-0.25012752786278725
UGA,2010-2014,-0.7734463691711426
UGA,2015-2018,-0.9547968953847885
UKR,1990-1994,0.38237320324406027
UKR,1995-1999,0.4968262791633606
UKR,2000-2004,0.39804807901382444
UKR,2005-2009,0.8074662804603576
UKR,2010-2014,0.7978093385696411
UKR,2015-2018,1.0546730756759644
URY,1990-1994,0.24811613075435163
URY,1995-1999,-0.008062192797660829
URY,2000-2004,0.049699120223522186
URY,2005-2009,-0.10664339847862721
URY,2010-2014,-0.33424438536167145
URY,2015-2018,-0.3932800516486168
USA,1990-1994,2.9428606033325195
USA,1995-1999,2.871658182144165
USA,2000-2004,2.64231162071228
USA,2005-2009,2.621048021316528
USA,2010-2014,2.442756938934326
USA,2015-2018,2.5322651863098145
UZB,1990-1994,0.3893812894821167
UZB,1995-1999,0.7528056859970093
UZB,2000-2004,0.3827076926827431
UZB,2005-2009,-0.3131067961454391
UZB,2010-2014,-0.3410409390926361
UZB,2015-2018,-0.35712970048189163
VCT,1990-1994,0.05190621502697468
VCT,1995-1999,-0.15589044317603112
VCT,2000-2004,-0.1659420753829181
VCT,2005-2009,-0.5549386441707611
VCT,2010-2014,-0.636731994152069
VCT,2015-2018,-0.5523131936788559
VEN,1990-1994,-0.309482941031456
VEN,1995-1999,-0.3469206064939499
VEN,2000-2004,-0.5724907219409943
VEN,2005-2009,-1.1255855798721313
VEN,2010-2014,-1.4682159900665284
VEN,2015-2018,-1.499070018529892
VNM,1990-1994,-1.2551953315734863
VNM,1995-1999,-1.4054021835327148
VNM,2000-2004,-1.2825756072998047
VNM,2005-2009,-1.1824652194976806
VNM,2010-2014,-1.10131778717041
VNM,2015-2018,-1.0146993398666382
VUT,1990-1994,-0.3845705956220627
VUT,1995-1999,-0.08223584841471165
VUT,2000-2004,0.1713015679270029
VUT,2005-2009,0.31363929659128187
VUT,2010-2014,0.06546156555414198
VUT,2015-2018,-0.012308823876082897
WSM,1990-1994,0.45751533210277556
WSM,1995-1999,0.2552618145942688
WSM,2000-2004,0.29116438031196595
WSM,2005-2009,0.2341612160205841
WSM,2010-2014,0.1930140420794487
WSM,2015-2018,-0.027217255905270576
YEM,1990-1994,-1.0117857456207275
YEM,1995-1999,-0.7821550488471984
YEM,2000-2004,-1.019680655002594
YEM,2005-2009,-0.9549500107765198
YEM,2010-2014,-0.9354612708091736
YEM,2015-2018,-0.6879248768091202
YUG,1990-1994,-0.6421440442403158
YUG,2000-2004,0.8579653382301331
YUG,2005-2009,0.7124051988124848
YUG,2010-2014,0.5067907273769379
YUG,2015-2018,0.44365227967500687
ZAF,1990-1994,-0.1442963033914566
ZAF,1995-1999,-0.06980879195034503
ZAF,2000-2004,-0.22388408780097963
ZAF,2005-2009,-0.45882525444030764
ZAF,2010-2014,-0.45625296235084534
ZAF,2015-2018,-0.4995419681072235
ZMB,1990-1994,-0.6157698571681977
ZMB,1995-1999,-0.25323289930820464
ZMB,2000-2004,-0.6030365347862243
ZMB,2005-2009,-0.5307984292507172
ZMB,2010-2014,-0.5513823509216309
ZMB,2015-2018,-0.6338010877370834
ZWE,1990-1994,-0.9529882907867432
ZWE,1995-1999,-0.8426595687866211
ZWE,2000-2004,-0.8387541770935059
ZWE,2005-2009,-1.1618143796920777
ZWE,2010-2014,-1.418386173248291
ZWE,2015-2018,-1.6220467686653137
