country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Bulgaria,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-12-16,1986-06-10,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Burkina Faso,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1999-01-04,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Burundi,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1993-02-18,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Cabo Verde,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1992-06-04,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Cambodia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1992-10-15,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Cameroon,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1986-12-19,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Canada,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-06-24,1985-08-23,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Central African Republic,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2016-10-11,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Chad,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1995-06-09,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Chile,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-09-30,1987-09-23,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
China,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-10-04,1986-12-12,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Colombia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-12-08,1985-04-10,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Comoros,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2017-05-25,2000-09-22,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Congo,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2003-07-30,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Costa Rica,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1993-11-11,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Côte d'Ivoire,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1995-12-18,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Croatia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Succession,1992-10-12,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Cuba,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1995-05-17,1986-01-27,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Cyprus,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1991-07-18,1985-10-09,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Czech Republic,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Succession,1993-02-22,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Democratic Republic of the Congo,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1996-03-18,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Denmark,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-05-27,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Djibouti,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2002-11-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Dominica,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2024-12-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Dominican Republic,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2012-01-24,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Ecuador,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-03-30,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Egypt,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1986-06-25,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
El Salvador,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1996-06-17,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Equatorial Guinea,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2002-10-08,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Eritrea,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2014-09-25,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Estonia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1991-10-21,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Eswatini,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2004-03-26,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Ethiopia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1994-03-14,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Fiji,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2016-03-14,2016-03-01,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Finland,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1989-08-30,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
France,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-02-18,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Gabon,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2000-09-08,1986-01-21,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Gambia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2018-09-28,1985-10-23,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Georgia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1994-10-26,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Germany,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1990-10-01,1986-10-13,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Ghana,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2000-09-07,2000-09-07,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Greece,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-10-06,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Grenada,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2019-09-26,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Guatemala,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1990-01-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Guinea,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1989-10-10,1986-05-30,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Guinea-Bissau,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2013-09-24,2000-09-12,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Guyana,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-05-19,1988-01-25,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Haiti,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",,,2013-08-16,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Holy See,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2002-06-26,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Honduras,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1996-12-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Hungary,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-04-15,1986-11-28,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Iceland,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1996-10-23,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
India,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",,,1997-10-14,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Indonesia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1998-10-28,1985-10-23,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Iraq,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2011-07-07,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Ireland,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2002-04-11,1992-09-28,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Israel,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1991-10-03,1986-10-22,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Italy,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1989-01-12,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Japan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1999-06-29,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Jordan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1991-11-13,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Kazakhstan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1998-08-26,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Kenya,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1997-02-21,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Kiribati,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2019-07-22,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Kuwait,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1996-03-08,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Kyrgyzstan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1997-09-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Lao People's Democratic Republic,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2012-09-26,2010-09-21,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Latvia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1992-04-14,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Lebanon,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2000-10-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Lesotho,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2001-11-12,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Liberia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2004-09-22,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Libya,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1989-05-16,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Liechtenstein,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1990-11-02,1985-06-27,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Lithuania,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1996-02-01,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Luxembourg,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-09-29,1985-02-22,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Madagascar,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2005-12-13,2001-10-01,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Malawi,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1996-06-11,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Maldives,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2004-04-20,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Mali,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1999-02-26,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Malta,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1990-09-13,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Marshall Islands,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2018-03-12,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Mauritania,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2004-11-17,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Mauritius,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1992-12-09,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Mexico,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-01-23,1985-03-18,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Monaco,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1991-12-06,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Mongolia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2002-01-24,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Montenegro,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Succession,2006-10-23,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Morocco,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1993-06-21,1986-01-08,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Mozambique,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1999-09-14,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Namibia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1994-11-28,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Nauru,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2012-09-26,2001-11-12,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Nepal,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1991-05-14,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Netherlands (Kingdom of the),cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-12-21,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
New Zealand,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1989-12-10,1986-01-14,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Nicaragua,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2005-07-05,1985-04-15,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Niger,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1998-10-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Nigeria,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2001-06-28,1988-07-28,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
North Macedonia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Succession,1994-12-12,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Norway,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-07-09,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Oman,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2020-06-09,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Pakistan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2010-06-23,2008-04-17,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Palau,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",,,2011-09-20,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Panama,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-08-24,1985-02-22,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Paraguay,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1990-03-12,1989-10-23,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Peru,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-07-07,1985-05-29,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Philippines,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1986-06-18,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Poland,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1989-07-26,1986-01-13,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Portugal,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1989-02-09,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Qatar,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2000-01-11,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Republic of Korea,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1995-01-09,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Republic of Moldova,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1995-11-28,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Romania,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1990-12-18,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Russian Federation,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-03-03,1985-12-10,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Rwanda,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2008-12-15,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Samoa,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2019-03-28,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
San Marino,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2006-11-27,2002-09-18,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
