country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Sao Tome and Principe,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2017-01-10,2000-09-06,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Saudi Arabia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1997-09-23,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Senegal,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-08-21,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Serbia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Succession,2001-03-12,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Seychelles,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1992-05-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Sierra Leone,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2001-04-25,1985-03-18,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Slovakia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Succession,1993-05-28,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Slovenia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1993-07-16,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Somalia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1990-01-24,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
South Africa,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1998-12-10,1993-01-29,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
South Sudan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2015-04-30,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Spain,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-10-21,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Sri Lanka,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1994-01-03,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
St. Kitts and Nevis,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2020-09-21,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
St. Vincent and the Grenadines,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2001-08-01,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
State of Palestine,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2014-04-02,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Sudan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2021-08-10,1986-06-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Suriname,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2021-11-16,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Sweden,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-01-08,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Switzerland,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-12-02,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Syrian Arab Republic,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2004-08-19,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Tajikistan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1995-01-11,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Thailand,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2007-10-02,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Timor-Leste,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2003-04-16,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Togo,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-11-18,1987-03-25,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Tunisia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-09-23,1987-08-26,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Türkiye,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-08-02,1988-01-25,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Turkmenistan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1999-06-25,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Tuvalu,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2024-03-25,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Uganda,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1986-11-03,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Ukraine,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1987-02-24,1986-02-27,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
United Arab Emirates,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2012-07-19,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
United Kingdom of Great Britain and Northern Ireland,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1988-12-08,1985-03-15,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
United States of America,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1994-10-21,1988-04-18,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Uruguay,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1986-10-24,1985-02-04,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Uzbekistan,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1995-09-28,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Vanuatu,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,2011-07-12,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Venezuela (Bolivarian Republic of),cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,1991-07-29,1985-02-15,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Viet Nam,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Ratification,2015-02-05,2013-11-07,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Yemen,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1991-11-05,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Zambia,cat,"Convention Against Torture and Other Cruel, Inhuman or Degrading Treatment",Accession,1998-10-07,,1984,IV-9,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9&chapter=4&clang=_en
Afghanistan,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2018-04-17,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Albania,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2003-10-01,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Angola,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2013-09-24,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Argentina,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2004-11-15,2003-04-30,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Armenia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2006-09-14,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Australia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2017-12-21,2009-05-19,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Austria,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2012-12-04,2003-09-25,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Azerbaijan,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2009-01-28,2005-09-15,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Bangladesh,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2025-07-17,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Belgium,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2005-10-24,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Belize,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2015-09-04,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Benin,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2006-09-20,2005-02-24,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Bolivia (Plurinational State of),cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2006-05-23,2006-05-22,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Bosnia and Herzegovina,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2008-10-24,2007-12-07,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Brazil,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2007-01-12,2003-10-13,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Bulgaria,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2011-06-01,2010-09-22,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Burkina Faso,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2010-07-07,2005-09-21,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Burundi,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2013-10-18,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Cabo Verde,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2016-04-01,2011-09-26,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Cambodia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2007-03-30,2005-09-14,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Cameroon,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2009-12-15,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Central African Republic,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2016-10-11,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Chad,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2012-09-26,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Chile,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2008-12-12,2005-06-06,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Colombia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2025-11-10,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Congo,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2024-04-26,2008-09-29,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Costa Rica,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2005-12-01,2003-02-04,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Côte d'Ivoire,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2023-03-01,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Croatia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2005-04-25,2003-09-23,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Cyprus,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2009-04-29,2004-07-26,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Czech Republic,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2006-07-10,2004-09-13,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Democratic Republic of the Congo,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2010-09-23,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Denmark,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2004-06-25,2003-06-26,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Ecuador,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2010-07-20,2007-05-24,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Estonia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2006-12-18,2004-09-21,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Finland,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2014-10-08,2003-09-23,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
France,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2008-11-11,2005-09-16,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Gabon,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2010-09-22,2004-12-15,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Georgia,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2005-08-09,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Germany,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2008-12-04,2006-09-20,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Ghana,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2016-09-23,2006-11-06,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Greece,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2014-02-11,2011-03-03,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Guatemala,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2008-06-09,2003-09-25,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Guinea,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2005-09-16,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Guinea-Bissau,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2013-09-24,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Honduras,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2006-05-23,2004-12-08,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Hungary,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Accession,2012-01-12,,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Iceland,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),Ratification,2019-02-20,2003-09-24,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
Ireland,cat_op,Optional Protocol to the Convention Against Torture (OPCAT),,,2007-10-02,2002,IV-9-b,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=IV-9-b&chapter=4&clang=_en
