country_name,treaty_id,treaty_name,action_type,action_date,signature_date,treaty_open_year,mtdsg_no,source_url
Canada,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1981-06-11,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Chile,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1994-04-26,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
China,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2005-06-08,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Costa Rica,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1996-02-07,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Cuba,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-04-10,1977-09-23,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Cyprus,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-04-12,1977-10-07,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Czech Republic,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Succession,1993-02-22,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Democratic People's Republic of Korea,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1984-11-08,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Democratic Republic of the Congo,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1978-02-28,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Denmark,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-04-19,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Dominica,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Succession,1992-11-09,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Egypt,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1982-04-01,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Estonia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2011-04-14,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Ethiopia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Finland,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-05-12,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Germany,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1983-05-24,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Ghana,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-06-22,1978-03-21,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Greece,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1983-08-23,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Guatemala,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1988-03-21,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Holy See,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-27,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Honduras,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2010-08-16,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Hungary,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-04-19,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Iceland,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
India,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-12-15,1977-12-15,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Iran (Islamic Republic of),enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Iraq,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-08-15,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Ireland,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1982-12-16,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Italy,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1981-11-27,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Japan,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1982-06-09,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Kazakhstan,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2005-04-25,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Kuwait,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1980-01-02,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Kyrgyzstan,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2015-06-15,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Lao People's Democratic Republic,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-10-05,1978-04-13,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Lebanon,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Liberia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Lithuania,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2002-04-16,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Luxembourg,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Malawi,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1978-10-05,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Mauritius,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1992-12-09,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Mongolia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-05-19,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Morocco,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Netherlands (Kingdom of the),enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1983-04-15,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
New Zealand,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1984-09-07,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Nicaragua,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,2007-09-06,1977-08-11,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Niger,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1993-02-17,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Norway,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1979-02-15,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Pakistan,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1986-02-27,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Panama,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2003-05-13,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Papua New Guinea,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1980-10-28,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Poland,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-06-08,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Portugal,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Republic of Korea,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1986-12-02,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Romania,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1983-05-06,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Russian Federation,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-05-30,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Sao Tome and Principe,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1979-10-05,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Sierra Leone,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1978-04-12,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Slovakia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Succession,1993-05-28,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Slovenia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2005-04-20,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Solomon Islands,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Succession,1981-06-19,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Spain,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-07-19,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Sri Lanka,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-04-25,1977-06-08,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
St. Lucia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Succession,1993-05-27,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
St. Vincent and the Grenadines,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Succession,1999-04-27,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
State of Palestine,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,2017-12-29,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Sweden,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1984-04-27,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Switzerland,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1988-08-05,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Syrian Arab Republic,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-08-04,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Tajikistan,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1999-10-12,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Tunisia,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-05-11,1978-05-11,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Türkiye,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Uganda,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,,,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Ukraine,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-06-13,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
United Kingdom of Great Britain and Northern Ireland,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1978-05-16,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
United States of America,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1980-01-17,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Uruguay,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1993-09-16,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Uzbekistan,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1993-05-26,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Viet Nam,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Accession,1980-08-26,,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Yemen,enmod,Convention on the prohibition of military or any other hostile use of environmental modification techniques,Ratification,1977-07-20,1977-05-18,1976,XXVI-1,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-1&chapter=26&clang=_en
Afghanistan,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,2017-08-09,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Albania,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2002-08-28,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Algeria,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2015-05-06,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Antigua and Barbuda,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2010-08-23,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Argentina,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1995-10-02,1981-12-02,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Australia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1983-09-29,1982-04-08,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Austria,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1983-03-14,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Bahrain,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2016-03-11,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Bangladesh,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2000-09-06,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Belarus,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1982-06-23,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Belgium,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1995-02-07,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Benin,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1989-03-27,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Bolivia (Plurinational State of),ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2001-09-21,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Bosnia and Herzegovina,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Succession,1993-09-01,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Brazil,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1995-10-03,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Bulgaria,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Ratification,1982-10-15,1981-04-10,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Burkina Faso,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2003-11-26,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Burundi,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,2012-07-13,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Cabo Verde,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1997-09-16,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
Cambodia,ccw,"Convention on Certain Conventional Weapons (with Protocols I, II and III)",Accession,1997-03-25,,1980,XXVI-2,https://treaties.un.org/Pages/ViewDetails.aspx?src=TREATY&mtdsg_no=XXVI-2&chapter=26&clang=_en
